"V1","V2","V3","V4","V5","V6",""
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,-1,0.11
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,-0.846153846153846,0.27
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,-0.692307692307692,0.47
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,-0.538461538461538,0.78
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,-0.384615384615385,1.18
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,-0.230769230769231,1.82
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,-0.0769230769230769,2.61
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,0.0769230769230769,3.76
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,0.230769230769231,4.99
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,0.384615384615384,7.16
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,0.538461538461538,11.93
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,0.692307692307692,20.11
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,0.846153846153846,32.75
0.0800000000000001,0.0857142857142843,0.100000000000001,-0.0708661417322832,-0.0329670329670332,1,49.49
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,-1,0.04
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,-0.846153846153846,0.17
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,-0.692307692307692,0.37
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,-0.538461538461538,0.66
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,-0.384615384615385,1.06
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,-0.230769230769231,1.59
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,-0.0769230769230769,2.33
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,0.0769230769230769,3.29
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,0.230769230769231,4.61
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,0.384615384615384,7.11
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,0.538461538461538,11.99
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,0.692307692307692,21.09
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,0.846153846153846,35.01
0.0800000000000001,0.114285714285713,0.100000000000001,-0.818897637795276,1,1,51.8
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,-1,0.09
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,-0.846153846153846,0.29
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,-0.692307692307692,0.56
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,-0.538461538461538,0.86
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,-0.384615384615385,1.31
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,-0.230769230769231,1.99
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,-0.0769230769230769,2.94
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,0.0769230769230769,4.21
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,0.230769230769231,5.54
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,0.384615384615384,8.25
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,0.538461538461538,13.08
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,0.692307692307692,21.4
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,0.846153846153846,33.14
0.0800000000000001,-1.55431223447522e-15,0.100000000000001,1,-0.934065934065935,1,50.14
0.0800000000000001,-0.0285714285714302,0.9,-0.102362204724409,0.758241758241758,-1,0.2
0.0800000000000001,-0.0285714285714302,0.9,-0.102362204724409,0.758241758241758,-0.846153846153846,0.35
0.0800000000000001,-0.0285714285714302,0.9,-0.102362204724409,0.758241758241758,-0.692307692307692,0.65
0.0800000000000001,-0.0285714285714302,0.9,-0.102362204724409,0.758241758241758,-0.538461538461538,0.93
0.0800000000000001,-0.0285714285714302,0.9,-0.102362204724409,0.758241758241758,-0.384615384615385,1.37
0.0800000000000001,-0.0285714285714302,0.9,-0.102362204724409,0.758241758241758,-0.230769230769231,1.97
0.0800000000000001,-0.0285714285714302,0.9,-0.102362204724409,0.758241758241758,-0.0769230769230769,2.83
0.0800000000000001,-0.0285714285714302,0.9,-0.102362204724409,0.758241758241758,0.0769230769230769,3.99
