# disturbd_yacht_scale_308.csv
8.00000000000001e-02,-8.57142857142843e-02,1.00000000000000e+00,6.85039370078740e-01,-3.29670329670332e-02,7.69230769230769e-02,4.09000000000000e+00
8.00000000000001e-02,1.00000000000000e+00,-1.00000000000000e+00,1.18110236220473e-01,-1.00000000000000e+00,5.38461538461538e-01,1.22700000000000e+01
8.00000000000001e-02,-1.55431223447522e-15,1.00000000000001e-01,1.00000000000000e+00,-9.34065934065935e-01,8.46153846153846e-01,3.31400000000000e+01
-1.00000000000000e+00,-1.00000000000000e+00,1.00000000000001e-01,-2.59842519685039e-01,-7.69230769230772e-02,-7.69230769230769e-02,2.62000000000000e+00
1.00000000000000e+00,-1.55431223447522e-15,7.49999999999995e-02,-7.08661417322832e-02,-7.69230769230772e-02,-2.30769230769231e-01,1.96000000000000e+00
8.00000000000001e-02,-1.00000000000000e+00,5.00000000000000e-02,-3.14960629921260e-01,-5.49450549450547e-02,-6.92307692307692e-01,4.70000000000000e-01
8.00000000000001e-02,1.00000000000000e+00,-1.00000000000000e+00,1.18110236220473e-01,-1.00000000000000e+00,-6.92307692307692e-01,3.60000000000000e-01
1.00000000000000e+00,-1.00000000000000e+00,1.00000000000001e-01,-2.59842519685039e-01,-7.69230769230772e-02,7.69230769230769e-02,3.70000000000000e+00
8.00000000000001e-02,-8.57142857142843e-02,1.00000000000000e+00,6.85039370078740e-01,-3.29670329670332e-02,2.30769230769231e-01,5.82000000000000e+00
1.20000000000000e-01,-5.42857142857142e-01,1.00000000000001e-01,3.93700787401576e-02,-2.52747252747253e-01,-3.84615384615385e-01,1.24000000000000e+00
8.00000000000001e-02,1.00000000000000e+00,9.00000000000000e-01,7.08661417322836e-02,7.14285714285714e-01,2.30769230769231e-01,6.31000000000000e+00
1.00000000000000e+00,1.00000000000000e+00,1.00000000000001e-01,1.25984251968504e-01,-7.69230769230772e-02,-2.30769230769231e-01,2.16000000000000e+00
-1.00000000000000e+00,-1.55431223447522e-15,7.49999999999995e-02,-7.08661417322832e-02,-7.69230769230772e-02,7.69230769230769e-02,4.12000000000000e+00
8.00000000000001e-02,-1.00000000000000e+00,-1.00000000000000e+00,-1.00000000000000e+00,-7.69230769230772e-02,-1.00000000000000e+00,5.00000000000000e-02
4.00000000000000e-02,8.57142857142843e-02,-1.00000000000000e+00,-8.66141732283465e-01,-7.69230769230772e-02,-8.46153846153846e-01,2.60000000000000e-01
8.00000000000001e-02,-2.85714285714302e-02,9.00000000000000e-01,-1.02362204724409e-01,7.58241758241758e-01,-8.46153846153846e-01,3.50000000000000e-01
4.00000000000000e-02,2.57142857142856e-01,-9.49999999999999e-01,-9.44881889763779e-02,-9.34065934065935e-01,6.92307692307692e-01,2.15100000000000e+01
4.00000000000000e-02,5.71428571428571e-01,1.00000000000001e-01,-1.88976377952756e-01,2.96703296703296e-01,1.00000000000000e+00,4.43800000000000e+01
8.00000000000001e-02,1.00000000000000e+00,-1.00000000000000e+00,1.18110236220473e-01,-1.00000000000000e+00,-2.30769230769231e-01,1.62000000000000e+00
1.00000000000000e+00,1.00000000000000e+00,1.00000000000001e-01,1.25984251968504e-01,-7.69230769230772e-02,6.92307692307692e-01,2.31500000000000e+01
-1.00000000000000e+00,1.00000000000000e+00,1.00000000000001e-01,1.25984251968504e-01,-7.69230769230772e-02,1.00000000000000e+00,5.09400000000000e+01
8.00000000000001e-02,-1.55431223447522e-15,1.00000000000001e-01,1.00000000000000e+00,-9.34065934065935e-01,7.69230769230769e-02,4.21000000000000e+00
-1.00000000000000e+00,-1.00000000000000e+00,1.00000000000001e-01,-2.59842519685039e-01,-7.69230769230772e-02,-6.92307692307692e-01,4.70000000000000e-01
-1.00000000000000e+00,-1.00000000000000e+00,1.00000000000001e-01,-2.59842519685039e-01,-7.69230769230772e-02,-3.84615384615385e-01,1.21000000000000e+00
8.00000000000001e-02,1.14285714285713e-01,1.00000000000001e-01,-8.18897637795276e-01,1.00000000000000e+00,7.69230769230769e-02,3.29000000000000e+00
8.00000000000001e-02,-2.85714285714302e-02,9.00000000000000e-01,-1.02362204724409e-01,7.58241758241758e-01,-3.84615384615385e-01,1.37000000000000e+00
8.00000000000001e-02,-2.85714285714302e-02,9.00000000000000e-01,-1.02362204724409e-01,7.58241758241758e-01,2.30769230769231e-01,5.19000000000000e+00
4.00000000000000e-02,5.71428571428571e-01,1.00000000000001e-01,-1.88976377952756e-01,2.96703296703296e-01,-3.84615384615385e-01,1.36000000000000e+00
8.00000000000001e-02,1.00000000000000e+00,-1.00000000000000e+00,1.18110236220473e-01,-1.00000000000000e+00,7.69230769230769e-02,4.15000000000000e+00
1.00000000000000e+00,-1.00000000000000e+00,1.00000000000001e-01,-2.59842519685039e-01,-7.69230769230772e-02,8.46153846153846e-01,4.17700000000000e+01
8.00000000000001e-02,-1.00000000000000e+00,9.25000000000002e-01,-3.07086614173228e-01,7.14285714285714e-01,-2.30769230769231e-01,1.57000000000000e+00
1.00000000000000e+00,-1.55431223447522e-15,9.00000000000000e-01,-1.10236220472441e-01,7.14285714285714e-01,3.84615384615384e-01,8.76000000000000e+00
1.00000000000000e+00,-1.00000000000000e+00,1.00000000000001e-01,-2.59842519685039e-01,-7.69230769230772e-02,-5.38461538461538e-01,9.20000000000000e-01
-1.00000000000000e+00,-1.55431223447522e-15,9.00000000000000e-01,-1.10236220472441e-01,7.14285714285714e-01,1.00000000000000e+00,4.91400000000000e+01
8.00000000000001e-02,-1.00000000000000e+00,9.25000000000002e-01,-3.07086614173228e-01,7.14285714285714e-01,-5.38461538461538e-01,7.50000000000000e-01
-1.00000000000000e+00,-1.55431223447522e-15,7.49999999999995e-02,-7.08661417322832e-02,-7.69230769230772e-02,-1.00000000000000e+00,7.00000000000000e-02
1.00000000000000e+00,-1.00000000000000e+00,1.00000000000001e-01,-2.59842519685039e-01,-7.69230769230772e-02,6.92307692307692e-01,2.73400000000000e+01
8.00000000000001e-02,-1.00000000000000e+00,9.25000000000002e-01,-3.07086614173228e-01,7.14285714285714e-01,2.30769230769231e-01,4.42000000000000e+00
4.00000000000000e-02,5.71428571428571e-01,1.00000000000001e-01,-1.88976377952756e-01,2.96703296703296e-01,-1.00000000000000e+00,2.00000000000000e-01
1.00000000000000e+00,-1.55431223447522e-15,9.00000000000000e-01,-1.10236220472441e-01,7.14285714285714e-01,-6.92307692307692e-01,5.00000000000000e-01
