# disturbd_bodyfat_scale_252.csv
-4.00000000000000e-02,-3.22034000000000e-01,-6.38259000000000e-01,7.92746000000000e-01,-5.72139000000000e-01,-5.46573000000000e-01,-5.88310000000000e-01,-6.33174000000000e-01,-3.51621000000000e-01,-2.67081000000000e-01,-5.54054000000000e-01,-3.16832000000000e-01,-1.22302000000000e-01,-5.35714000000000e-01,1.04700000000000e+00
2.21053000000000e-01,-5.93220000000000e-01,-3.68486000000000e-01,7.20207000000000e-01,-2.23881000000000e-01,-2.05624000000000e-01,-3.13850000000000e-01,-3.55662000000000e-01,-1.22195000000000e-01,-3.10559000000000e-02,-4.59459000000000e-01,1.28713000000000e-01,4.10072000000000e-01,-4.64286000000000e-01,1.03330000000000e+00
-6.31579000000000e-03,-3.55932000000000e-01,-6.60127000000000e-02,8.54922000000000e-01,7.46269000000000e-02,3.42707000000000e-01,1.39771000000000e-02,-2.40829000000000e-01,2.24439000000000e-02,3.10559000000000e-02,-2.43243000000000e-01,2.27723000000000e-01,5.53957000000000e-01,5.00000000000000e-01,1.04530000000000e+00
1.49474000000000e-01,3.89831000000000e-01,-1.77192000000000e-01,6.58031000000000e-01,-9.45274000000000e-02,3.46221000000000e-01,1.28335000000000e-01,-1.45136000000000e-01,-1.92020000000000e-01,6.21118000000000e-03,-5.67568000000000e-01,1.98020000000000e-02,2.37410000000000e-01,-3.57143000000000e-02,1.03720000000000e+00
4.84211000000000e-02,-1.86441000000000e-01,-3.95054000000000e-01,7.51295000000000e-01,-3.13433000000000e-01,-4.04218000000000e-02,-2.85896000000000e-01,-5.02392000000000e-01,-4.16459000000000e-01,-6.83230000000000e-02,-2.70270000000000e-01,-1.58416000000000e-01,2.37410000000000e-01,1.78571000000000e-01,1.04240000000000e+00
-1.24211000000000e-01,-3.89831000000000e-01,-3.97098000000000e-01,8.13472000000000e-01,-1.34328000000000e-01,-1.35325000000000e-01,-3.87548000000000e-01,-5.37480000000000e-01,-2.76808000000000e-01,-2.54658000000000e-01,-6.35135000000000e-01,-1.58416000000000e-01,2.37410000000000e-01,-1.78571000000000e-01,1.05150000000000e+00
2.21053000000000e-01,5.25424000000000e-01,-3.37830000000000e-01,6.16580000000000e-01,-4.47761000000000e-02,3.70826000000000e-01,-6.73443000000000e-02,-4.70494000000000e-01,-4.51372000000000e-01,-2.79503000000000e-01,-3.24324000000000e-01,-2.77228000000000e-01,1.94245000000000e-01,-3.57143000000000e-02,1.03340000000000e+00
-3.60000000000000e-01,5.59322000000000e-01,-6.97527000000000e-01,6.47668000000000e-01,-4.82587000000000e-01,-3.63796000000000e-01,-6.21347000000000e-01,-7.00159000000000e-01,-6.45885000000000e-01,-4.40994000000000e-01,-5.27027000000000e-01,-5.64356000000000e-01,-9.35252000000000e-02,-3.57143000000000e-02,1.06410000000000e+00
4.52632000000000e-01,-2.20339000000000e-01,1.79236000000000e-01,6.26943000000000e-01,2.03980000000000e-01,7.22320000000000e-01,4.43456000000000e-01,2.95056000000000e-01,2.61845000000000e-01,-1.80124000000000e-01,1.35135000000000e-02,1.48515000000000e-01,6.83453000000000e-01,1.00000000000000e+00,1.02170000000000e+00
-1.53684000000000e-01,-3.55932000000000e-01,-5.56509000000000e-01,7.30570000000000e-01,-4.82587000000000e-01,-3.88401000000000e-01,-4.96823000000000e-01,-5.75758000000000e-01,-3.61596000000000e-01,-3.29193000000000e-01,-4.45946000000000e-01,-3.86139000000000e-01,1.79856000000000e-01,-7.14286000000000e-02,1.05300000000000e+00
2.80000000000000e-01,4.91525000000000e-01,-5.37503000000000e-02,7.61658000000000e-01,2.48756000000000e-02,4.20035000000000e-01,6.35324000000000e-03,-2.31260000000000e-01,-1.77057000000000e-01,1.67702000000000e-01,-2.56757000000000e-01,6.93069000000000e-02,3.95683000000000e-01,3.21429000000000e-01,1.03040000000000e+00
2.71579000000000e-01,5.93220000000000e-01,-2.07030000000000e-01,6.99482000000000e-01,-3.48259000000000e-02,2.09139000000000e-01,-2.92249000000000e-02,-2.02552000000000e-01,-1.97007000000000e-01,3.66460000000000e-01,-5.27027000000000e-01,2.57426000000000e-01,6.69065000000000e-01,7.14286000000000e-02,1.03080000000000e+00
-4.27368000000000e-01,-1.69492000000000e-02,-7.48620000000000e-01,6.68394000000000e-01,-6.31841000000000e-01,-5.25483000000000e-01,-7.02668000000000e-01,-6.39553000000000e-01,-6.70823000000000e-01,-5.65217000000000e-01,-6.75676000000000e-01,-3.56436000000000e-01,-2.37410000000000e-01,-2.85714000000000e-01,1.06780000000000e+00
-4.77895000000000e-01,-8.98305000000000e-01,-5.29941000000000e-01,7.82383000000000e-01,-3.33333000000000e-01,-2.86467000000000e-01,-5.14612000000000e-01,-6.14035000000000e-01,-3.61596000000000e-01,-2.04969000000000e-01,-4.45946000000000e-01,-4.35644000000000e-01,1.51079000000000e-01,7.14286000000000e-02,1.07040000000000e+00
